image_id,cluster_id,cluster_size,cluster_position,time_window_id,window_kind,cluster_reason,embedding_index,capture_timestamp,capture_time_source,timestamp_origin,timestamp_available,window_time_span,cluster_time_span_seconds,min_link_similarity,max_link_similarity,max_link_time_gap_seconds,max_link_hash_distance,max_link_akaze_good_matches,max_link_akaze_inlier_count,min_link_akaze_inlier_ratio,max_link_akaze_inlier_ratio,file_path,relative_path,file_name
1cb31de49bf018e6b21efeae014180a2ec6447c8,cluster_0000,2,0,time_0000,capture_time,capture_time+visual_similarity,0,2021-08-20 18:39:45,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9498659372329712,0.9498659372329712,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9445.JPG,DSC_9445.JPG,DSC_9445.JPG
0a1e7f8cc3c018f0f4cbda1a1fa79fdb04290aba,cluster_0000,2,1,time_0000,capture_time,capture_time+visual_similarity,1,2021-08-20 18:39:46,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9498659372329712,0.9498659372329712,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9446.JPG,DSC_9446.JPG,DSC_9446.JPG
b773e207922488fc3a2aadeb0490ca9088f84abd,cluster_0001,4,0,time_0000,capture_time,capture_time+visual_similarity,2,2021-08-20 18:39:46,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9426218271255493,0.9852226972579956,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9447.JPG,DSC_9447.JPG,DSC_9447.JPG
e371bb6e8146b55e3b63de22841154b9ef8cf26c,cluster_0001,4,1,time_0000,capture_time,capture_time+visual_similarity,3,2021-08-20 18:39:47,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9426218271255493,0.9852226972579956,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9448.JPG,DSC_9448.JPG,DSC_9448.JPG
1b3b580037d3ba500f4c08b12670026f9e2931bc,cluster_0001,4,2,time_0000,capture_time,capture_time+visual_similarity,4,2021-08-20 18:39:47,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9426218271255493,0.9852226972579956,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9449.JPG,DSC_9449.JPG,DSC_9449.JPG
c5fb089a0e1fc4b188a1d430a216d2b00240d895,cluster_0001,4,3,time_0000,capture_time,capture_time+visual_similarity,5,2021-08-20 18:39:47,exif_datetime,metadata,True,2021-08-20 18:39:45 -> 2021-08-20 18:39:47,1.0,0.9426218271255493,0.9852226972579956,1.0,,,,,,C:\Users\tylle\OneDrive\Documents\Playground\_ai_smoke_input2\DSC_9450.JPG,DSC_9450.JPG,DSC_9450.JPG
